5,1,"(-0.7871799952688561, -0.20181273426549673, -0.4513069823006397, 0.07383150469343547)",46,2040
5,2,"(-0.7871799952688561, -0.04439410891311296, -0.4513069823006397, 1.169485467202488)",77,3460
5,3,"(-0.648869637216205, -0.04439410891311296, -0.4513069823006397, 0.9313373248123918)",24,1200
5,4,"(-0.8717595171901334, -0.27947369437349956, -0.4513069823006397, 1.0256866221742282)",5,200
5,5,"(-0.7871799952688561, -0.04439410891311296, -0.4513069823006397, 0.9212440652105358)",31,2380
5,6,"(-0.648869637216205, -0.15778309590785805, -0.5730676689979157, 0.9313373248123918)",79,3720
5,7,"(-0.7871799952688561, -0.20181273426549673, -0.46854170841156, 0.07383150469343547)",43,2500
5,8,"(-0.7871799952688561, -0.15778309590785805, -0.5730676689979157, 0.07383150469343547)",28,2380
5,9,"(-0.7871799952688561, -0.20181273426549673, -0.4513069823006397, 0.9212440652105358)",78,3440
5,10,"(-1.0662532072835003, -0.3700085312518646, -0.47363930094887147, 0.17737505388727237)",76,3440
5,11,"(-0.8616047490835644, -0.15778309590785805, -0.8472642171441072, 1.1940576303418293)",9,380
5,12,"(-0.492148742697689, 0.23142753244666303, -0.3910730124102228, 0.7659735678180165)",0,0
5,13,"(-0.7127199073486226, -0.15778309590785805, -0.5730676689979157, 0.07383150469343547)",2,80
5,14,"(-1.0345243487153597, -0.20181273426549673, -0.28744813372405587, 0.20375104720557863)",18,820
5,15,"(-0.8868288492424432, 0.03993925905826207, -0.33683254958618764, 0.9313373248123918)",0,0
5,16,"(-0.49087157650449403, -0.04439410891311296, -0.274295086539662, 0.9660986691732705)",75,3640
5,17,"(-1.086322525834021, 0.09957821211558782, -0.5730676689979157, -0.19104846423606442)",0,0
5,18,"(-0.6641175640270812, -0.20181273426549673, -0.38673095594209606, 0.07383150469343547)",76,4280
5,19,"(-0.8159025615391599, -0.04439410891311296, -0.41827637421910846, 0.8129569588180339)",1,40
6,0,"(-0.6641175640270812, -0.20181273426549673, -0.38673095594209606, 0.07383150469343547)",3,120
6,1,"(-0.648869637216205, -0.15778309590785805, -0.5730676689979157, 0.9313373248123918)",33,2540
6,2,"(-0.49087157650449403, -0.04439410891311296, -0.274295086539662, 0.9660986691732705)",53,2240
6,3,"(-0.7871799952688561, -0.04439410891311296, -0.4513069823006397, 1.169485467202488)",10,420
6,4,"(-0.7871799952688561, -0.20181273426549673, -0.4513069823006397, 0.9212440652105358)",35,1800
6,5,"(-0.7871799952688561, -0.3700085312518646, -0.47363930094887147, 1.169485467202488)",53,2200
6,6,"(-1.0662532072835003, -0.04439410891311296, -0.4513069823006397, 0.17737505388727237)",20,1900
6,7,"(-0.49087157650449403, -0.3700085312518646, -0.274295086539662, 0.17737505388727237)",18,740
6,8,"(-1.0662532072835003, -0.04439410891311296, -0.47363930094887147, 0.9660986691732705)",48,2740
6,9,"(-0.7871799952688561, -0.04439410891311296, -0.274295086539662, 0.9212440652105358)",1,40
6,10,"(-0.49087157650449403, -0.20181273426549673, -0.4513069823006397, 0.9660986691732705)",5,220
6,11,"(-0.7871799952688561, -0.4629261537653703, -0.7325964582880133, 0.9212440652105358)",74,3160
6,12,"(-0.7673515993839171, -0.1882505100889087, -0.19056276120388022, 0.9616932114052849)",75,3260
6,13,"(-0.7005973921132519, 0.09755275748321912, -0.43426685214307836, 1.1792719350882315)",0,0
6,14,"(-1.2485105929556177, -0.04439410891311296, -0.4513069823006397, 0.17737505388727237)",24,3220
6,15,"(-0.6610372587486407, 0.05544598342199175, -0.4513069823006397, 0.9212440652105358)",0,0
6,16,"(-0.9127935328993815, -0.6007075283459903, -0.3366104114765091, 1.0306039990708502)",25,1020
6,17,"(-0.6497757778868916, 0.011064250986233648, -0.5353473552021919, 1.1111658350379752)",0,0
6,18,"(-1.0662532072835003, -0.18203466711130045, -0.6055613072349983, 0.9660986691732705)",29,1200
6,19,"(-0.5405965965088608, 0.016180534969918836, -0.4513069823006397, 1.0890535848229645)",0,0
7,0,"(-0.7673515993839171, -0.1882505100889087, -0.19056276120388022, 0.9616932114052849)",0,0
7,1,"(-1.2485105929556177, -0.04439410891311296, -0.4513069823006397, 0.17737505388727237)",30,1300
7,2,"(-0.7871799952688561, -0.4629261537653703, -0.7325964582880133, 0.9212440652105358)",37,1540
7,3,"(-1.0662532072835003, -0.04439410891311296, -0.47363930094887147, 0.9660986691732705)",60,3940
7,4,"(-0.648869637216205, -0.15778309590785805, -0.5730676689979157, 0.9313373248123918)",75,3640
7,5,"(-1.2485105929556177, -0.3700085312518646, -0.4513069823006397, 1.169485467202488)",69,3960
7,6,"(-0.7871799952688561, -0.04439410891311296, -0.47363930094887147, 0.17737505388727237)",15,620
7,7,"(-0.49087157650449403, -0.3700085312518646, -0.274295086539662, 1.169485467202488)",40,1680
7,8,"(-0.7871799952688561, -0.04439410891311296, -0.47363930094887147, 0.9660986691732705)",52,2280
7,9,"(-0.49087157650449403, -0.18203466711130045, -0.6055613072349983, 0.9660986691732705)",43,1820
7,10,"(-1.0662532072835003, -0.04439410891311296, -0.274295086539662, 0.9660986691732705)",18,800
7,11,"(-0.648869637216205, -0.15778309590785805, -0.4464506226985394, 1.04199797870431)",76,4220
7,12,"(-0.5364057717792877, -0.45156961892965003, -0.7581009896494703, 0.9660986691732705)",22,880
7,13,"(-1.2485105929556177, -0.324842767726062, -0.17757384726237274, 1.169485467202488)",14,760
7,14,"(-0.8058206911918893, -0.04439410891311296, -0.574192945330918, 0.9660986691732705)",6,260
7,15,"(-1.021647579345945, -0.04439410891311296, -0.21034287562740722, -0.08890986449127625)",1,40
7,16,"(-1.2485105929556177, -0.04439410891311296, -0.6927956550564609, 0.17737505388727237)",18,1960
7,17,"(-1.47920215544909, 0.13559146885886203, -0.532074798702051, -0.006512834907587778)",0,0
7,18,"(-0.7269253660835757, -0.7170744207406836, -0.8272970184340073, 1.0257868000644694)",11,440
7,19,"(-0.49087157650449403, 0.11259718336313479, -0.4540964111592475, 0.9660986691732705)",0,0
8,0,"(-0.648869637216205, -0.15778309590785805, -0.4464506226985394, 1.04199797870431)",0,0
8,1,"(-1.2485105929556177, -0.3700085312518646, -0.4513069823006397, 1.169485467202488)",57,3560
8,2,"(-1.0662532072835003, -0.04439410891311296, -0.47363930094887147, 0.9660986691732705)",5,200
8,3,"(-0.648869637216205, -0.15778309590785805, -0.5730676689979157, 0.9313373248123918)",2,80
8,4,"(-0.7871799952688561, -0.04439410891311296, -0.47363930094887147, 0.9660986691732705)",8,500
8,5,"(-0.648869637216205, -0.15778309590785805, -0.47363930094887147, 0.9660986691732705)",69,3280
8,6,"(-1.0662532072835003, -0.04439410891311296, -0.5730676689979157, 0.9313373248123918)",9,380
8,7,"(-0.648869637216205, -0.15778309590785805, -0.47363930094887147, 0.17737505388727237)",78,4540
8,8,"(-0.7871799952688561, -0.04439410891311296, -0.4464506226985394, 1.04199797870431)",14,940
8,9,"(-1.2485105929556177, -0.3700085312518646, -0.7581009896494703, 0.9660986691732705)",75,4160
8,10,"(-0.5364057717792877, -0.45156961892965003, -0.4513069823006397, 1.169485467202488)",30,1220
8,11,"(-1.0662532072835003, 0.21736267992978964, -0.4477043894728462, 1.065597922871251)",0,0
8,12,"(-1.1847810770126008, -0.3700085312518646, -0.7581009896494703, 0.6751275343941847)",75,3160
8,13,"(-0.648869637216205, -0.15778309590785805, -0.31966111771767086, 0.9313373248123918)",78,3240
8,14,"(-0.9831618414088547, -0.18041212220443534, -0.3111467896250994, 0.9660986691732705)",78,3800
8,15,"(-0.5296236689709863, -0.0914697583427801, -0.5078037891377183, 1.051440131711469)",76,3180
8,16,"(-1.2485105929556177, -0.3700085312518646, -1.0500646669783145, 0.7279658431198954)",56,3440
8,17,"(-0.7871799952688561, -0.04439410891311296, -0.6549889155482366, 1.04199797870431)",51,2320
8,18,"(-0.96052163249261, 0.17113469072882448, -0.8051683808798427, 0.9313373248123918)",0,0
8,19,"(-1.2252187551253697, -0.3059307266071251, -0.7581009896494703, 0.9660986691732705)",47,2140
9,0,"(-0.648869637216205, -0.15778309590785805, -0.47363930094887147, 0.17737505388727237)",44,2020
9,1,"(-1.2485105929556177, -0.3700085312518646, -0.7581009896494703, 0.9660986691732705)",15,620
9,2,"(-0.9831618414088547, -0.18041212220443534, -0.3111467896250994, 0.9660986691732705)",78,3560
9,3,"(-1.2485105929556177, -0.3700085312518646, -0.4513069823006397, 1.169485467202488)",20,980
9,4,"(-1.2485105929556177, -0.3700085312518646, -1.0500646669783145, 0.7279658431198954)",77,3640
9,5,"(-0.9831618414088547, -0.3700085312518646, -0.7581009896494703, 0.9660986691732705)",76,3420
9,6,"(-1.1847810770126008, -0.18041212220443534, -0.3111467896250994, 0.6751275343941847)",34,1800
9,7,"(-0.648869637216205, -0.0914697583427801, -0.31966111771767086, 1.051440131711469)",76,3340
9,8,"(-0.5296236689709863, -0.15778309590785805, -0.5078037891377183, 0.9313373248123918)",78,3660
9,9,"(-1.2485105929556177, -0.04439410891311296, -1.0500646669783145, 1.04199797870431)",1,40
9,10,"(-0.7871799952688561, -0.3700085312518646, -0.6549889155482366, 0.7279658431198954)",52,2200
9,11,"(-1.1847810770126008, -0.18041212220443534, -0.30512630550398917, 0.9678581434505258)",24,980
9,12,"(-0.7964800340645336, -0.2605026913812317, -0.5198702537430724, 0.7301781317988474)",7,280
9,13,"(-1.3335905067994043, -0.6145124061577019, -0.4513069823006397, 0.9344730791361756)",77,3180
9,14,"(-1.1847810770126008, -0.2885809441502598, -0.16678456728320828, 0.5553002261776722)",76,3140
9,15,"(-0.648869637216205, -0.15778309590785805, -0.6439728949978665, 0.17737505388727237)",22,1100
9,16,"(-1.1847810770126008, -0.18041212220443534, -0.1611603573289873, 0.6925681303093808)",36,1900
9,17,"(-1.1847810770126008, -0.18041212220443534, -0.3111467896250994, 0.7620045204439778)",11,460
9,18,"(-1.1847810770126008, -0.24866640069350598, -0.037986474463555964, 0.8034202160602997)",77,3220
9,19,"(-0.633768532218703, -0.15778309590785805, -0.3987793404707883, 0.9313373248123918)",78,3440
10,0,"(-0.5296236689709863, -0.15778309590785805, -0.5078037891377183, 0.9313373248123918)",76,3400
10,1,"(-1.2485105929556177, -0.3700085312518646, -1.0500646669783145, 0.7279658431198954)",77,3680
10,2,"(-0.9831618414088547, -0.18041212220443534, -0.3111467896250994, 0.9660986691732705)",9,380
10,3,"(-0.633768532218703, -0.15778309590785805, -0.3987793404707883, 0.9313373248123918)",51,2280
10,4,"(-0.9831618414088547, -0.3700085312518646, -0.7581009896494703, 0.9660986691732705)",6,240
10,5,"(-0.9831618414088547, -0.18041212220443534, -0.7581009896494703, 0.6751275343941847)",4,340
10,6,"(-1.1847810770126008, -0.3700085312518646, -0.3111467896250994, 0.9660986691732705)",79,3300
10,7,"(-0.648869637216205, -0.15778309590785805, -0.4513069823006397, 0.9344730791361756)",21,860
10,8,"(-1.3335905067994043, -0.6145124061577019, -0.6439728949978665, 0.17737505388727237)",45,1980
10,9,"(-0.648869637216205, -0.15778309590785805, -0.31966111771767086, 0.17737505388727237)",14,640
10,10,"(-0.648869637216205, -0.0914697583427801, -0.6439728949978665, 1.051440131711469)",76,3200
10,11,"(-0.846336403721561, -0.15778309590785805, -0.31966111771767086, 0.000631122548750529)",7,460
10,12,"(-1.2485105929556177, -0.5751225296140722, -1.1128595315609473, 0.7279658431198954)",78,3460
10,13,"(-0.5337431014780243, -0.267943399369301, -0.41644698258784046, 1.0137609259755638)",53,2240
10,14,"(-0.9831618414088547, -0.3700085312518646, -0.7581009896494703, 0.6813410069563086)",25,1100
10,15,"(-1.2644630322062351, -0.3700085312518646, -1.1128337912628106, 0.7425885909747783)",34,1600
10,16,"(-0.707818668886645, -0.18041212220443534, -0.7581009896494703, 0.49241151269756916)",38,2740
10,17,"(-1.1083392989293832, -0.1672285230439466, -1.1871791942146834, 0.7279658431198954)",22,1140
10,18,"(-1.2485105929556177, -0.3700085312518646, -1.0500646669783145, 0.4974351342485889)",10,580
10,19,"(-1.3335905067994043, -0.7994823715479249, -0.5916977229796567, 0.17737505388727237)",31,1280
